feature_id,S039,S022,S044,S043,S020,S041,S010,S047,S003,S048,S055,S006,S053,S023,S059,S009,S060,S027,S052,S015,S042,S040,S031,S032,S024,S036,S016,S001,S030,S051,S012,S007,S004,S037,S050,S058,S057,S021,S038,S011,S002,S054,S035,S005,S045,S049,S033,S029,S046,S025,S019,S008,S034,S013,S014,S056,S018,S028,S017,S026
M011,452.2311974529969,5419.674116120662,403.8283716960576,526.545692369541,,292.9653135784526,375.1901884572515,7332.064016114454,392.53035378645586,6057.60496250031,5855.103473408937,285.07913880378817,5647.176086599082,4140.647527477477,5600.955465685082,322.2975151571907,4183.1784011513355,5185.794144692861,,316.5418107825895,396.23071280345584,464.5991552468126,512.1769791751926,426.9142359392662,5977.576411440941,632.849513462111,6606.359316019285,411.16332245315624,5648.667571849749,5689.971493429649,531.6452506318008,327.2151322043001,246.3004987531269,318.96879871129244,7004.959363140579,5845.405820073439,6719.069907597101,5084.524737057709,,392.6305240909791,409.50392939580234,6458.126459495353,377.94270718800107,262.09462559513895,240.58347249217795,6326.754590269532,289.09455680988884,4681.54946644232,5005.155275781818,4265.57585764962,7357.807446206095,312.49045846568964,390.6527366000394,320.15513318389554,349.1101102972631,4970.101036364405,5063.582822897514,4315.145282027874,4197.397162035382,5355.846925005872
M012,645.8979723009011,6503.655650674197,440.53643370517005,712.7689184420086,4397.299746273384,599.3726447389053,535.0976930350448,6781.154414774476,806.7004162152665,6477.700010336411,5019.461238318585,428.8448258565788,5516.219605657257,5130.810903792657,5759.763421278272,412.83522648415027,3784.2464070126016,3936.4159009634195,4979.379901358776,407.1712955452942,549.0123419700358,696.1865176889821,513.8335889460736,622.7539274255521,4749.4979200616035,511.1982653816011,,372.6419500628927,4317.98244920384,6001.049701617082,563.8876062323387,444.47021349774184,351.4155253993011,431.6479966198568,4577.961359963107,6175.383859308255,,5612.486268930457,604.7893403825401,500.7960378038065,537.8432080944374,4869.204755791711,634.0345186432829,442.0579291965165,419.86589326308945,7847.21803048105,385.01115257693374,4903.031976838422,5581.247957485847,5037.2646297720885,,509.5987032595065,449.10444606612594,484.9809762373038,440.39097082555406,5177.0799353169905,5816.771643769859,4923.6202823890735,6137.455547496423,6069.175874848539
M013,442.4932855377049,3494.096687213898,401.7876180208857,372.6447166386643,2799.036516748039,304.37124590520875,329.9150406134812,2851.7853293945395,339.24780052667995,3733.8361991852926,2835.788919831808,247.99811801958893,3416.8031421001156,2557.0575765021026,4227.763695185746,334.65327720638874,3581.6248831601856,2978.0027887740894,2603.030991229808,215.1956954192174,374.51329970184736,407.7262116549782,345.66207743855716,374.65246150991663,,394.14136942196217,3213.7796914552587,299.98278117498774,3152.357477262966,2948.1269063534282,364.3843474457659,322.9479757637564,,,3601.6723393569514,3223.019605510532,2480.82685672977,3345.9571943006385,447.47862067860564,376.11321905719626,291.5860702337641,3099.3171874863738,221.68744318356565,207.49161758163615,263.1397340529078,3567.417680497359,279.063634184965,2834.4076302369344,,4088.7945272743486,3287.658637786449,300.3059954646666,243.13474367371504,258.43658147489754,314.4879789588155,,2730.3810708437654,1970.3234939923002,3845.2539989342845,3612.4403045375157
M014,549.5617194840888,10332.458633722768,398.77780775893035,545.8033342117725,6760.18862543764,544.7944626491736,378.362327775608,11203.693734439248,485.80976141130327,9343.155477064913,7326.242186513595,306.8506662533571,7962.683718581722,6631.412072433011,6645.256861762737,360.34881761547274,5669.575120086825,6027.815928006521,3689.2181681978,473.9820142102416,411.74606301898433,769.4071940750414,420.81760436033056,440.956362103711,5718.6116337047,472.63351665354867,8212.246520108989,492.5106100077315,,6753.991665628111,561.6904929716422,506.6802617596615,314.57597612663017,409.41034974649216,9795.895808140667,,5935.224525340174,8870.03148577214,696.0932925743741,563.5650654780014,468.890707159921,8549.731842864285,394.0921681315177,440.21792079278816,390.6259317158816,11966.7448519308,404.46699389083034,6613.0286460414645,6506.913957289559,,8529.384476619698,510.4232402916837,383.46441808108915,441.39647246106836,408.7040853689566,,8346.953354577976,6467.725571304061,,7386.370045741815
M015,684.6261610636133,7634.166307964863,539.0966924004155,660.4466021542086,6617.289890664292,746.0910443746811,611.4521408640228,6273.930093100761,675.2838199366521,6211.537424812582,,435.5850816030135,,6362.57571137951,6386.233502967301,438.0111728290228,6207.128092780339,4361.0421142013765,5117.7899755994285,,451.25915615894826,729.3803907438624,497.3256992693799,577.7518162263859,5021.031036366883,558.8769110297322,6723.253426357967,426.88600943637175,5802.225783614694,4385.560465501024,613.067320521993,795.5116950616421,398.7711237975944,368.366974923882,5491.208181757574,6328.803475324776,,6993.626959845341,591.3018111803648,556.2275624588709,494.1393881183888,5999.326930741128,588.9994704996958,556.3510950222352,416.7726757988219,7753.282679611148,605.3316128241676,5381.109318168423,5811.45213318089,6289.284975368382,8572.252783640071,,421.8890427400011,643.0182243107821,492.96245271421367,5984.47413632721,8156.546835442415,6456.296880236347,4819.767046105397,
M016,,5998.295270490445,547.9431664413885,755.090059131594,,584.4022361826717,648.1303574188256,5445.741839858559,522.9372280309489,,5394.2720267389905,514.8198636888603,5604.56949534447,,6891.721496928473,536.2208639989464,5696.671194810201,,4896.050137248128,557.0110028280416,507.99157974676984,842.3357759748119,687.5362506296992,391.4461312723246,5732.29322935609,670.1222361868798,4936.478833273736,406.9375382565997,4700.664476768872,5321.723410487909,767.3588415071594,662.8981865711708,401.69906711924045,520.239361353776,7166.651990549748,5239.425565269102,4367.2526386882955,,589.0375175560357,769.1415503436507,592.051883919561,5535.509612749516,428.02285359264283,631.0596548161486,625.0837150323696,6205.304982134394,583.4387294651311,3899.0718436296725,5290.370017198204,5520.954897805513,6436.103748662687,657.6800634924394,466.1909840466565,552.7534180949793,425.99233383942965,5240.4200143801945,5497.273630981436,4911.071315868737,6700.726407669047,6551.4376170088435
M017,533.8010915611841,6200.8383935070115,292.67199364627015,418.02118950630364,5715.369819821124,411.23974568014637,390.03013495604597,7256.974615762019,454.57183465862744,7739.233564608787,,326.610951363491,6314.634482989829,5553.220789773533,,496.5719590940988,4913.34931954125,5648.962830448061,6000.3606996861845,361.8513886975645,400.76926938615696,436.5933509525907,540.421011912322,318.423797511439,4819.643596177953,424.14846178228976,4606.732774204287,307.7572483239701,7266.947963245728,7213.979796883275,342.78099241130946,326.50670312439604,302.15130919537387,270.42974946903524,5802.917456888754,4956.588751757479,7286.799732062621,8150.155059989246,486.8795532611821,438.6550615599597,405.4940445853609,6404.692787680688,380.24263841395265,501.13133438398654,437.83553678904656,6485.930420497766,374.30638988753265,5258.903495891399,5069.470431745542,5761.214713119585,8557.939063385922,348.90046807621786,424.0490814348965,259.68440704920215,347.5034564994649,7855.35476774094,5565.244809597396,4757.803375446127,6155.982192054085,4919.465994882005
M018,372.1761376684458,4790.609249559288,340.7502973537367,449.152644670451,4794.08451587691,415.7361889845617,441.4246336377505,6353.796631475132,507.13669499685597,6188.866244059752,4837.636401327226,343.6914150994793,5392.668473285533,5351.540274274324,5043.53655969314,368.2035258704232,4985.115551130726,4977.525198777075,4043.8011298144243,349.21106406099744,418.77174312832256,481.327192278389,402.40477713022017,376.15935063651494,4867.199537815599,511.48691224103004,4838.116594380998,318.74680541821783,5778.048605125258,4853.3694984764925,473.16710719983985,516.4516683766319,378.1134263995518,351.5333884110507,6399.1509070990105,5084.411428811097,5663.3444076223905,6926.885613283954,477.8913399817383,389.2700284273396,383.47357583623307,4655.220077763726,428.0888746408705,241.3227398965644,385.7586569218295,6892.08690545885,281.0950289441659,4865.339379477518,5908.141167036089,4400.063812599667,6671.597879981046,,276.1235224013506,359.9034199318927,449.9707650868966,5149.596218391696,4873.835122464893,5151.3140792764425,4843.444277240477,6899.6333090655335
M019,802.9424519901393,4636.462760155645,533.3887163710016,526.6651255757016,,535.3736897846809,,4210.335781796725,667.1749726989912,4554.044225924068,5859.494014435262,414.6210737915791,,4177.361923000838,4381.642850270725,615.5126322243675,4504.8766504642535,4311.140823762744,5249.6570770052085,559.0282705778221,593.5169926715648,771.318467669797,584.6613849605367,605.6260291425431,3833.4325806781644,566.9313304171181,3472.3309438648384,584.8503628573452,3945.709297040604,3490.2449619802005,656.3717104505726,517.4438927577011,434.6704297933389,338.97078117281217,4603.984011030975,4676.902986391419,4401.495924068593,3818.857437128538,505.2663326447169,665.7841777876818,511.98948756134496,4621.86371137826,496.6517740226439,472.05217738510186,491.66105124774066,4204.72461067132,418.52249389590605,,6057.976409161391,4220.029627202909,4592.96665947034,489.3144440762749,411.3314097727316,598.6726534372842,,4207.820593521008,6148.038290551356,4669.558986576791,3585.214736557682,4312.475209600768
M020,1120.2093705466555,10064.772540620115,713.6273736603366,,6017.99605429873,732.5873038074491,664.9553716079454,8643.01068041299,670.5469404948024,9665.871838563933,8012.297252300658,447.8499441417282,8141.051970630472,5698.340122346698,8931.144964863339,707.1767009308339,7753.960246510849,6281.490173686367,8201.212422387005,680.5199826448361,913.6632095328979,807.9351964072325,906.2711651115719,,5696.516045479667,967.8408799754534,6559.51885951883,775.8076535506486,7716.5866817582455,10239.520179858431,832.0776684350452,,569.0758024145289,,11937.703299408435,10130.372568006418,5310.168689953394,7601.290692492854,752.945197429077,802.2438341856624,627.2469094069965,6340.446068484602,545.4056142183082,538.2866639996878,805.5142910105603,8572.831637260126,704.450831458247,7981.753233935281,6909.480716826155,5565.204670296388,8862.017010020134,719.3560924930334,610.933241829811,522.59682968722,777.160337135292,,8214.34002360273,7282.302439402322,6025.570014456357,6481.72540885015
M021,3879.7522325495343,651.1029531998761,4487.851551393488,3933.549134590904,814.5320832543051,4666.167491736154,462.7672954446084,5632.028800872751,615.2709493606591,5729.70455598395,3216.0666506511698,907.8033411047954,8984.404157947874,490.55010986793116,5024.410100735016,510.90591359617946,4738.357536430509,600.1330838846392,8259.736264463567,849.5836357508572,3979.2230414110304,3735.881759872201,4612.988943149901,4453.366860269819,1016.4439169461924,3633.8622491348865,507.1017346849888,619.3432945735359,675.1527312294797,2718.716288284698,1084.1624724543374,543.3634225399677,744.6166632235617,4586.985803937971,4726.582072581755,5130.80313714564,3709.1265229056476,729.6965628945811,5351.99057232325,877.1210487724709,767.2338463570959,6712.495023901349,4318.065244473507,541.8951255569359,3645.0725955614716,4739.240889774162,4962.393351555014,417.84227607076537,5059.507038999515,455.7420281857781,638.9374294015237,773.2797464581146,3941.5281973925635,715.0762926974435,722.9241257176893,4751.566617782782,676.916410630528,757.3922904185442,479.21996006180257,
M022,3295.741225339289,669.9384341893923,2829.254352924224,2613.031654652654,765.6890103849123,2897.8640808186533,587.5818295092529,4090.085053673403,584.1945709092338,4441.365793949583,3134.592856495232,775.4448551139249,6736.943797844282,454.126820223461,5143.2663069987875,643.4252890414178,3357.297060672448,614.2737114847126,,656.5484374012003,3509.288299044559,3471.502788276148,2633.1247005914124,2952.5541782182954,1226.6359369708366,3138.8211295796714,566.9799871499138,686.8512820394841,843.6260049934509,2591.2065150985654,850.1356295769403,549.7665336314649,714.1092289639248,3977.066624584188,,3497.95598575471,5032.025168449531,621.2338433192397,4207.018993126077,638.6230666616752,706.381134409701,4889.600372635744,3268.881294824494,493.24060296391843,2798.391117822301,4177.65125297695,2844.3559261898968,493.46955832757743,4648.963803147609,670.0696140073775,528.0210398402294,834.7061445823936,2955.056887872295,669.5370438117935,656.4861867514003,3773.928183960274,593.7120578674806,567.6700649287033,678.3729104923588,453.6761588758929
M023,4297.980887260222,504.1391642456641,4069.0823614390565,4867.798323201909,606.3748506362765,3684.9019891613752,559.7346766638341,6193.551628133626,747.1337161018707,4055.8449990690347,4621.755858396839,778.0026845343659,7984.698868724704,696.1375174142933,5409.511716225358,786.4962326069128,5715.39542434524,549.8155099814624,12083.453159418352,928.6648411211368,4197.395693667544,,3836.740450786049,5730.232471767279,1237.3293722974115,4172.560522413351,483.8557072286265,,728.1471436919943,2893.0396467621345,1091.2246322824722,541.705680726779,854.4775026876309,5823.693483629276,7584.159095921585,4625.5313750977375,5468.848226552311,606.7132867492395,8915.755865887973,,690.8583556057278,9506.01467921633,5748.127840808184,553.0636754526387,3686.3851721236642,4956.713174779963,5407.660072409597,546.0233329050808,8584.716906047439,543.1205248868743,659.4715242754694,761.9923272965736,,483.6017905971929,833.9495628543253,8132.248460569137,715.2274380374089,538.7062296226836,426.2350784543314,489.44490602799976
M024,2764.0316640967503,529.704748818262,4826.354756726442,3720.688645282919,655.1115357153453,3659.3334149861894,458.4178926342412,3646.77886736287,492.36204069495005,5529.735010420042,3283.4679505468316,524.6130738216933,5766.059822026433,607.2643920990117,4096.573446089031,457.41985981255004,4490.742530404909,536.9361141494386,6269.623081650794,518.6725491237988,4239.176529237157,4143.965066195355,3315.2586470606007,5671.616507805358,745.2241870438371,3233.4224275491415,313.84886635427154,506.45093589013726,746.8459241750346,2072.6428963725434,1005.6647388377665,690.8281813958578,543.5670829167021,3760.7510014795166,5260.744379862155,3897.0512889372185,5163.627433089708,490.408909226683,5813.406491729139,503.1093538363875,568.5949624842115,4679.255485592248,5232.100184870597,379.6740929074397,2732.3212346007663,3868.5859488259152,3453.9606927523528,382.5889254938698,4762.315023869293,410.1879753547672,404.7966398236755,636.8954535796653,,503.7589914369606,,4007.4656447801044,590.56878906315,492.04197643588896,520.9798488796685,538.1826236030898
M025,5310.671758435016,519.5079602510446,6399.693050020456,5019.851635262988,687.4288599931832,6103.994398292558,,8608.158226470834,792.918723171859,7674.890965993704,5104.629075204753,786.3290930086011,13409.191444728518,579.9582515078757,8219.483753569648,495.1881700341824,8719.08036907912,493.58928356395273,11459.187055582748,734.5294274595944,,5166.141639096369,5303.522078649303,8174.64992506614,,4524.241318098155,490.87655033614567,569.5269166918957,694.0357529456651,3578.8496208343104,852.1002960522299,683.2419583161882,726.5486157194724,6427.503534560058,8530.427665155657,7565.491924577784,9287.743915393092,536.9547472323043,8558.221227588285,681.782354504683,858.5212734150178,8187.2505875499,7869.96945814201,,4158.442945373262,6571.14339826331,6522.90384477192,422.4337023908465,8693.294579009935,709.8423919592909,697.0159251010496,643.4210734239256,5329.851947965608,627.8074198980725,784.2815786615389,8221.897681322047,668.3471708298664,518.5619367695622,447.25044106108095,607.4891006289855
M026,4578.221360868513,423.4926629505615,4237.778559547489,2784.725640965196,581.7536356873063,3983.9935521590246,,5404.119261057502,555.1962321322861,4171.1909539803955,3783.1242236112175,655.841990724834,7028.4639720992345,415.28585572320105,4854.758891753645,,5067.096023625787,497.3874121693567,9934.540238548087,751.1386717715365,3656.87565499852,3730.4660180079886,5087.895814677282,4589.8713825418845,926.097431149803,4184.018296602653,448.5210252341061,555.2952732033261,892.8138805657107,2768.932813552632,945.6731111275906,464.9226365368984,516.1919212312978,3677.0337830260114,6081.406698503185,,6960.14954803458,748.1057418013243,4987.055589149178,514.5646883668619,704.3988530911693,6335.578954978052,5655.696755995229,459.20407306732926,4134.071141338489,4476.83034462439,4298.413419976449,313.6478446056175,6421.605032973386,530.2177405518398,674.1168526286681,,3894.686858522463,610.2750341423044,674.517360249639,,543.8717056361871,413.9233820532773,361.0297368398365,
M027,1917.1525169403435,378.38995671306276,3125.606060629558,2659.117537932462,475.70058126090635,2395.698881206098,300.70370089880157,3058.712759592174,379.6419287929794,,1714.1399275434117,389.5875228714873,4320.805679582691,502.0558868042509,2076.0755994762517,380.1347702098779,3119.9756977515085,336.4446071891745,3347.6661818643715,455.3366837638842,1792.7772089855769,2197.2659687971786,2157.9323290798557,,,1983.584536241392,279.75075399223556,416.27392048106896,479.9348865114622,1551.614948549711,639.4616897460384,374.2116662672392,361.40424369094995,3293.1189946927484,3242.174935650238,,2804.127851856025,353.90820378060226,3287.308761091109,349.89261394329316,642.9716628099502,3083.487932876913,3898.077687580589,427.82898038104827,1790.7729238651507,1917.3462331556184,2348.1167303141888,252.2321696860245,3015.4995569152516,363.09061551697926,330.82118931592305,473.46904977752894,2652.847910440802,391.9764763854077,404.2619391475366,2564.6535961539844,456.3870785288763,365.1224266986187,282.00140056158995,312.70758171914684
M028,4187.61775800662,959.655482407513,5785.328013252593,4689.244524914588,836.9293903555817,,742.6548548699981,5356.275624190294,1014.1906580095385,4582.732134729082,3098.1883202575536,753.1508216468516,4889.713302059422,621.9968424179485,6043.716165488909,919.6564373107698,4286.578519991694,776.1837620443209,4980.698323055401,849.5520489250346,3812.8869308905223,3300.0494737121385,5203.138670800521,4897.412144336445,1076.2008791882936,3453.5614961721662,618.9425661411863,672.0560755015362,800.7943705799355,3204.2032756109247,1086.4108158334661,839.0563443383102,875.1631400012839,4699.1289737608895,3772.756426740196,4959.91471246617,4429.033337799924,1004.3855218194303,5077.330652666333,750.34672968528,875.6268902441391,5367.554462316873,5501.310919110311,562.3416307819691,3318.23841459394,4383.975282956529,3828.2183647145275,713.0263371650069,,630.8052579325941,829.7423813964994,918.0883763620888,2830.5650482786436,791.4681027270705,694.5453280346472,4632.490388923454,843.830268191361,948.0225875774644,820.2530324256954,644.4282532323883
M029,2745.7593853499748,404.65752564060654,3426.769000518893,2192.001025642091,755.9800544166729,,,2655.6742231986113,628.916647882579,3020.600278527413,2230.1311369111963,595.6492319524606,5363.153966399393,393.4214899828075,3057.182978790291,622.8632341335737,3437.779542950598,418.0053203556238,4330.724802167835,728.1803044534769,2803.5252350416804,2732.6730729178194,3349.6304371428673,4023.728168189237,892.1893299055376,2345.0604995773415,530.6082699492421,780.9709104432376,616.8349925691117,1931.8983617314286,904.7543605831148,633.1916064970745,793.7121908429962,2959.044769250127,3924.6972556281125,3384.602234962528,2924.935108424841,636.4898326462243,3326.073655812442,459.58053668586484,597.6336042308608,4211.57872246779,3190.03892770089,417.96184177852643,2031.3731658468364,2833.3671092136033,3353.6208296881537,375.9366564765172,3007.461168129841,567.3151034170412,396.9618016097975,,2161.0135743084693,645.8645828636933,530.2762359265506,,552.4616818557286,527.3208305397955,460.4988324599939,858.30603366609
